AH00558: apache2: Could not reliably determine the server's fully qualified domain name, using 172.19.0.3. Set the 'ServerName' directive globally to suppress this message
[Tue Sep 14 14:13:17.652605 2021] [php7:warn] [pid 29] [client 172.18.0.1:51960] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:13:17.655209 2021] [php7:warn] [pid 29] [client 172.18.0.1:51960] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:14:13.787709 2021] [php7:warn] [pid 25] [client 172.18.0.1:51968] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:14:13.788016 2021] [php7:warn] [pid 25] [client 172.18.0.1:51968] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:14:13.788100 2021] [php7:warn] [pid 25] [client 172.18.0.1:51968] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:14:13.788133 2021] [php7:warn] [pid 25] [client 172.18.0.1:51968] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:14:13.789586 2021] [php7:warn] [pid 25] [client 172.18.0.1:51968] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:14:13.790550 2021] [php7:warn] [pid 25] [client 172.18.0.1:51968] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:14:13.797456 2021] [php7:warn] [pid 25] [client 172.18.0.1:51968] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:15:18.656885 2021] [php7:warn] [pid 22] [client 172.18.0.1:51980] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:15:18.656955 2021] [php7:warn] [pid 22] [client 172.18.0.1:51980] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:15:18.656989 2021] [php7:warn] [pid 22] [client 172.18.0.1:51980] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:15:18.657001 2021] [php7:warn] [pid 22] [client 172.18.0.1:51980] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:15:18.657444 2021] [php7:warn] [pid 22] [client 172.18.0.1:51980] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:15:18.657699 2021] [php7:warn] [pid 22] [client 172.18.0.1:51980] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:15:18.659858 2021] [php7:warn] [pid 22] [client 172.18.0.1:51980] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:16:14.642482 2021] [php7:warn] [pid 20] [client 172.18.0.1:51988] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:16:14.642563 2021] [php7:warn] [pid 20] [client 172.18.0.1:51988] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:16:14.642603 2021] [php7:warn] [pid 20] [client 172.18.0.1:51988] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:16:14.642617 2021] [php7:warn] [pid 20] [client 172.18.0.1:51988] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:16:14.643040 2021] [php7:warn] [pid 20] [client 172.18.0.1:51988] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:16:14.643307 2021] [php7:warn] [pid 20] [client 172.18.0.1:51988] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:16:14.645529 2021] [php7:warn] [pid 20] [client 172.18.0.1:51988] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:17:19.647956 2021] [php7:warn] [pid 23] [client 172.18.0.1:51996] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:17:19.648268 2021] [php7:warn] [pid 23] [client 172.18.0.1:51996] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:17:19.648319 2021] [php7:warn] [pid 23] [client 172.18.0.1:51996] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:17:19.648331 2021] [php7:warn] [pid 23] [client 172.18.0.1:51996] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:17:19.648750 2021] [php7:warn] [pid 23] [client 172.18.0.1:51996] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:17:19.648980 2021] [php7:warn] [pid 23] [client 172.18.0.1:51996] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:17:19.651397 2021] [php7:warn] [pid 23] [client 172.18.0.1:51996] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 14:18:15.666313 2021] [php7:warn] [pid 30] [client 172.18.0.1:52004] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:18:15.666382 2021] [php7:warn] [pid 30] [client 172.18.0.1:52004] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:18:15.666413 2021] [php7:warn] [pid 30] [client 172.18.0.1:52004] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:18:15.666424 2021] [php7:warn] [pid 30] [client 172.18.0.1:52004] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:18:15.667027 2021] [php7:warn] [pid 30] [client 172.18.0.1:52004] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:18:15.667279 2021] [php7:warn] [pid 30] [client 172.18.0.1:52004] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:18:15.670132 2021] [php7:warn] [pid 30] [client 172.18.0.1:52004] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:20:16.632559 2021] [php7:warn] [pid 19] [client 172.18.0.1:52012] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:20:16.632628 2021] [php7:warn] [pid 19] [client 172.18.0.1:52012] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:20:16.632676 2021] [php7:warn] [pid 19] [client 172.18.0.1:52012] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:20:16.632691 2021] [php7:warn] [pid 19] [client 172.18.0.1:52012] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:20:16.633078 2021] [php7:warn] [pid 19] [client 172.18.0.1:52012] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:20:16.633344 2021] [php7:warn] [pid 19] [client 172.18.0.1:52012] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:20:16.635503 2021] [php7:warn] [pid 19] [client 172.18.0.1:52012] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:22:17.630672 2021] [php7:warn] [pid 36] [client 172.18.0.1:52020] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:22:17.630750 2021] [php7:warn] [pid 36] [client 172.18.0.1:52020] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:22:17.630806 2021] [php7:warn] [pid 36] [client 172.18.0.1:52020] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:22:17.630830 2021] [php7:warn] [pid 36] [client 172.18.0.1:52020] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:22:17.631282 2021] [php7:warn] [pid 36] [client 172.18.0.1:52020] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:22:17.631657 2021] [php7:warn] [pid 36] [client 172.18.0.1:52020] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 14:22:17.634536 2021] [php7:warn] [pid 36] [client 172.18.0.1:52020] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:17:34.978402 2021] [php7:warn] [pid 29] [client 172.18.0.1:52028] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:17:34.979469 2021] [php7:warn] [pid 29] [client 172.18.0.1:52028] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:17:34.979647 2021] [php7:warn] [pid 29] [client 172.18.0.1:52028] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:17:34.979719 2021] [php7:warn] [pid 29] [client 172.18.0.1:52028] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:17:35.006801 2021] [php7:warn] [pid 29] [client 172.18.0.1:52028] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:17:35.010113 2021] [php7:warn] [pid 29] [client 172.18.0.1:52028] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:17:35.022052 2021] [php7:warn] [pid 29] [client 172.18.0.1:52028] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:18:34.761452 2021] [php7:warn] [pid 25] [client 172.18.0.1:52040] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:18:34.762610 2021] [php7:warn] [pid 25] [client 172.18.0.1:52040] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:18:34.762931 2021] [php7:warn] [pid 25] [client 172.18.0.1:52040] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:18:34.762948 2021] [php7:warn] [pid 25] [client 172.18.0.1:52040] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:18:34.764045 2021] [php7:warn] [pid 25] [client 172.18.0.1:52040] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:18:34.764425 2021] [php7:warn] [pid 25] [client 172.18.0.1:52040] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:18:34.767515 2021] [php7:warn] [pid 25] [client 172.18.0.1:52040] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:20:35.867104 2021] [php7:warn] [pid 22] [client 172.18.0.1:52048] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:20:35.867382 2021] [php7:warn] [pid 22] [client 172.18.0.1:52048] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:20:35.867454 2021] [php7:warn] [pid 22] [client 172.18.0.1:52048] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:20:35.867478 2021] [php7:warn] [pid 22] [client 172.18.0.1:52048] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:20:35.868699 2021] [php7:warn] [pid 22] [client 172.18.0.1:52048] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:20:35.869228 2021] [php7:warn] [pid 22] [client 172.18.0.1:52048] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:20:35.874807 2021] [php7:warn] [pid 22] [client 172.18.0.1:52048] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:22:36.670237 2021] [php7:error] [pid 20] [client 172.18.0.1:52056] PHP Parse error:  syntax error, unexpected 'boton' (T_STRING) in /var/www/html/wp-content/plugins/wordpressProject/index.php on line 57, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:24:37.690810 2021] [php7:error] [pid 23] [client 172.18.0.1:52064] PHP Parse error:  syntax error, unexpected 'boton' (T_STRING) in /var/www/html/wp-content/plugins/wordpressProject/index.php on line 57, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:26:38.773533 2021] [php7:warn] [pid 30] [client 172.18.0.1:52072] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:26:38.773724 2021] [php7:warn] [pid 30] [client 172.18.0.1:52072] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:26:38.773772 2021] [php7:warn] [pid 30] [client 172.18.0.1:52072] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:26:38.773789 2021] [php7:warn] [pid 30] [client 172.18.0.1:52072] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:26:38.775022 2021] [php7:warn] [pid 30] [client 172.18.0.1:52072] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:26:38.775460 2021] [php7:warn] [pid 30] [client 172.18.0.1:52072] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:26:38.779344 2021] [php7:warn] [pid 30] [client 172.18.0.1:52072] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post.php?post=69&action=edit
[Tue Sep 14 16:47:51.519929 2021] [php7:warn] [pid 19] [client 172.18.0.1:52082] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 492, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 16:47:51.520583 2021] [php7:warn] [pid 19] [client 172.18.0.1:52082] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/http.php on line 493, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 16:47:51.520692 2021] [php7:warn] [pid 19] [client 172.18.0.1:52082] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 27, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 16:47:51.520723 2021] [php7:warn] [pid 19] [client 172.18.0.1:52082] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/admin-ajax.php on line 28, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 16:47:51.522301 2021] [php7:warn] [pid 19] [client 172.18.0.1:52082] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6470, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 16:47:51.523042 2021] [php7:warn] [pid 19] [client 172.18.0.1:52082] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-includes/functions.php on line 6584, referer: http://localhost/wp-admin/post-new.php?post_type=page
[Tue Sep 14 16:47:51.530222 2021] [php7:warn] [pid 19] [client 172.18.0.1:52082] PHP Warning:  Cannot modify header information - headers already sent by (output started at /var/www/html/wp-content/plugins/wordpressProject/index.php:22) in /var/www/html/wp-admin/includes/misc.php on line 1310, referer: http://localhost/wp-admin/post-new.php?post_type=page
